unmasked_text,span_labels
"Salut tout le monde, c'est Micah. Les cartes mentales peuvent vous aider à organiser visuellement des sujets complexes. Commencez par un thème central, puis développez avec des sous-thèmes. Utilisez cela comme un moyen mnémotechnique pour se souvenir des lettres dans GB23LUNI00104330036559.","[[27, 32, 'MIDDLENAME_1']]"
"Avec l'anniversaire de Isidro.Keebler25 le 15/01/1910, toute la communauté scolaire lui souhaite un joyeux anniversaire en avance. Profitez de vos 88 ans!","[[147, 149, 'AGE_1']]"
"Cher(e) Dr. Kulas, la thérapie existentielle a montré son efficacité pour aider les individus dans le domaine professionnel de Branding à prendre des décisions de carrière réfléchies. Vous êtes intéressé(e)?","[[12, 17, 'LASTNAME_1']]"
"Pearlie, une Supervisor, a exprimé des niveaux de stress élevés et nécessite un bilan de santé mentale immédiat.","[[0, 7, 'FIRSTNAME_1']]"
"Le profil du patient Transexual male Harper doit maintenir une confidentialité absolue, en particulier leurs coordonnées personnelles 65819, Hawaï.","[[37, 43, 'MIDDLENAME_1'], [134, 139, 'ZIPCODE_1']]"
"Cher(e) Genderqueer, nous aimerions vous inviter à participer à une séance de formation juridique à New Aniyah. Cela couvrira les derniers changements législatifs. Pour vous inscrire, rendez-vous sur https://third-handsaw.org.","[[100, 110, 'CITY_1']]"
Le traçage des contacts à 38429-3576 révèle une augmentation de la souche 4eaf:c22e:2ddf:61a1:0a40:0a21:dab2:c5e9 du COVID. Toutes les personnes de genre Male sont invitées à rester à l'intérieur et à reporter les déplacements non essentiels.,"[[26, 36, 'ZIPCODE_1']]"
"Cher(e) client(e), un rappel pour votre prochaine visite de conseil génétique. Le lieu est situé au Schroeder Knolls, Weberside. Faites-nous savoir si vous avez des besoins spécifiques.","[[100, 116, 'STREET_1'], [118, 127, 'CITY_1']]"
Nous représentons Lenna River Donnelly dans une prochaine action en justice. Les transactions financières impliquant Home Loan Account avec LI1108066I292P7RK7ER8 et NHCMZA356YB ont soulevé de sérieuses préoccupations qui nécessitent une attention immédiate.,"[[18, 23, 'FIRSTNAME_1'], [24, 29, 'MIDDLENAME_1'], [30, 38, 'LASTNAME_1']]"
L'approche des soins pédiatriques a été modifiée au cours de l'19 years old. De nouveaux traitements ont émergé des grandes institutions médicales dans la Northwest.,"[[63, 75, 'AGE_1']]"
Gestion du temps : Une compétence clé pour tout Customer Research Representative. Contactez d'autres étudiants au +45-144 907.3842 ou consultez les ressources sur Opera/13.76 (X11; Linux i686; U; CS Presto/2.9.172 Version/10.00).,"[[114, 130, 'PHONENUMBER_1']]"
Le site du bâtiment 98274 a reçu des félicitations pour sa conformité en matière de santé et de sécurité. Le rapport complet a été envoyé à Cortney.Yost@gmail.com. Utilisez 8427048001058928 pour payer la publication.,"[[140, 162, 'EMAIL_1'], [173, 189, 'CREDITCARDNUMBER_1']]"
"J'ai eu le privilège de discuter avec Miracle de ses aspirations en tant que Regional Configuration Strategist chez McKenzie - Grimes. Avec le bon encadrement, elle a le potentiel de progresser dans son domaine et de réaliser ses ambitions de carrière.","[[38, 45, 'FIRSTNAME_1']]"
Inscrivez-vous au séminaire sur la sécurité le 2nd February. Incluez Crawford County dans votre paiement en KES. Les chèques en provenance de Caroline du Sud et 77813-3967 ne sont pas acceptés.,"[[161, 171, 'ZIPCODE_1']]"
"Dr. Mayer, votre Orchestrator nécessite un rapport financier concernant Dickinson LLC. Envoyez le rapport à Callie_Barrows8@gmail.com. Les détails de la transaction avec RLZBHNTUXXX sont disponibles sur demande.","[[4, 9, 'LASTNAME_1'], [108, 133, 'EMAIL_1']]"
Hallie Sasha Turner a effectué une transaction d'un montant de Lek0.0007b en utilisant une carte diners_club. La transaction est présumée frauduleuse. Nous vous demandons gentiment le code CVV 951 ainsi que le numéro de la carte 2908798911616766 pour aider notre enquête.,"[[0, 6, 'FIRSTNAME_1'], [7, 12, 'MIDDLENAME_1'], [13, 19, 'LASTNAME_1'], [97, 108, 'CREDITCARDISSUER_1'], [193, 196, 'CREDITCARDCVV_1'], [229, 245, 'CREDITCARDNUMBER_1']]"
"À qui de droit, ma fille Josh, Male a dépassé la taille de son uniforme. Est-ce que j'ai besoin de présenter une pièce d'identification telle que 138 46 7251 lors de l'achat d'un nouvel ensemble?","[[25, 29, 'FIRSTNAME_1']]"
"Nous avons bien reçu votre demande d'autorisation d'accès aux dossiers médicaux, Nico. Vous pouvez maintenant vous connecter en utilisant 4u5ztGFbYidT.","[[81, 85, 'MIDDLENAME_1']]"
"Pouvons-nous mettre à jour les informations sur 41 years old, Male, et Hazel? Veuillez envoyer ces informations via c5d2:cc8a:aa4b:bddc:ea91:c0e9:e59f:f30d.","[[48, 60, 'AGE_1']]"
Est-ce que quelqu'un de Flatley - Blanda pourrait partager des données démographiques associées au code postal 20869? Des informations sur l'historique des maladies et les tendances dans cette population seraient utiles.,"[[111, 116, 'ZIPCODE_1']]"
"Ceci est un rappel concernant le prochain séminaire sur l'éducation mathématique qui se tiendra chez Kling and Sons, à North Kaitlyn le March 17, 1912.","[[119, 132, 'CITY_1']]"
"Cher Mr. Carroll, dans le cadre de notre initiative en matière de soins de santé préventifs, nous avons mis à jour nos ressources en santé. Pour télécharger les dernières données, utilisez les identifiants Willard_Kuhic et jxbKUxMhkZlr.","[[9, 16, 'LASTNAME_1']]"
"Ms. Shanahan, notre système a détecté une tentative de connexion inhabituelle avec l'adresse IP f4f8:b64f:f5b9:298b:ecae:76d6:76c4:92ac sur le compte de Josephine.Langosh. Nous vous suggérons de choisir un VTqDLFaXAXKB plus fort pour une meilleure sécurité.","[[4, 12, 'LASTNAME_1']]"
Notre prochain séminaire se déroule à S Jackson Street et nous avons noté votre paiement en bitcoins depuis 1cZD7d1V9ZeD9XpoN6gdhLrQEbc4tgm. Nous souhaitons confirmer votre présence. Merci.,"[[38, 54, 'STREET_1']]"
"Pour la cour, nous devons connaître la date de naissance de Greer (February 8, 1925), ainsi que son numéro de sécurité sociale (756.6284.6066) pour vérification.","[[60, 65, 'MIDDLENAME_1']]"
Je suis un(e) Global Integration Assistant. Je suis un(e) Male et j'ai 36 years old ans. Puis-je m'inscrire à votre programme?,"[[71, 83, 'AGE_1']]"
"Alphonso, pour déposer un dossier de faillite de type Chapitre 13, nous avons besoin de plus d'informations concernant vos finances - solde principal de vos actifs, passifs et le numéro Checking Account no. 00011094.","[[0, 8, 'FIRSTNAME_1']]"
Ne fournissez pas de détails personnels tels que votre nom complet (Herbert River Hansen) ou 75640537745 à des individus ou des sites Web non identifiés.,"[[68, 75, 'FIRSTNAME_1'], [76, 81, 'MIDDLENAME_1'], [82, 88, 'LASTNAME_1']]"
"Chers parents, notre école située au 815 2nd Street a reçu plusieurs dons anonymes provenant d'une adresse Bitcoin 3s7hEZDTwd4AHGYTCAwGsHhZvgzkK2AL9ocReQc. Nous vous encourageons à utiliser vos véritables noms lors des dons afin d'avoir un enregistrement formel.","[[41, 51, 'STREET_1']]"
L'orateur invité spécial Miss Gray sera dans le bâtiment 106 demain. Cela vaut la peine d'être assisté par les étudiants en Human Factors Liaison.,"[[30, 34, 'MIDDLENAME_1']]"
"Bonjour Mrs. Simonis, Alerte Webinaire ! Ne manquez pas notre prochain webinaire sur l'« Impact du stress sur l'équilibre hormonal ». Vous pouvez vous inscrire au webinaire en suivant le lien fourni - https://agitated-outcome.name/. Nous sommes impatients de vous y retrouver.","[[13, 20, 'LASTNAME_1']]"
"Attention ! Prisme Transexual female en phase critique. Veuillez vous rendre à Apt. 830, 25928. Cette information doit rester confidentielle.","[[89, 94, 'ZIPCODE_1']]"
"Bonjour Mr. Bednar, je tenais à vous informer des grands changements dans le programme scolaire du comté de Worcestershire suite à la récente réforme de l'éducation. Veuillez mettre à jour votre plan d'enseignement en conséquence afin de vous conformer à notre nouvelle directive.","[[12, 18, 'LASTNAME_1']]"
La révision du contrat de Riley Collins est prévue pour le 4/01. Veuillez noter que toutes les discussions seront strictement confidentielles.,"[[26, 31, 'FIRSTNAME_1'], [32, 39, 'LASTNAME_1']]"
Inscrivez-vous sur notre site web à https://fabulous-graphic.info/ en utilisant votre adresse e-mail Baron_Smith@hotmail.com pour recevoir des mises à jour régulières sur la progression de votre enfant.,"[[101, 124, 'EMAIL_1']]"
"Pour la consultation en santé mentale, un rendez-vous de séance a été programmé pour Rozella. Vous pouvez vous joindre en utilisant l'IP : 9dac:5f71:0fda:a6f0:8149:dfac:d5bb:5e76.","[[85, 92, 'FIRSTNAME_1']]"
"Hodkiewicz, Bergstrom and Sauer a décidé de se retirer du code postal 40821-3168, invoquant une réduction du retour sur investissement. Comment devrions-nous traiter cette information?","[[70, 80, 'ZIPCODE_1']]"
"Salut Allison, la prochaine réunion du comité d'apprentissage socio-émotionnel aura lieu le 23/03/1956 à 14. Nous vous recommandons vivement de vous connecter avec vos identifiants Claudia8 et de cliquer sur ce lien: https://knowledgeable-gram.com. Toutes vos questions peuvent être adressées à Holden.Koelpin9@yahoo.com.","[[6, 13, 'FIRSTNAME_1'], [295, 320, 'EMAIL_1']]"
"Hey, selon nos dossiers, votre rendez-vous dentaire est prévu dans notre succursale de Church Lane à 17. Nous débiterons votre compte Credit Card Account avec les quatre derniers chiffres 7810010302327217. Veuillez confirmer.","[[87, 98, 'STREET_1']]"
2. Le conseil municipal a décidé d'augmenter le financement de l'éducation de la petite enfance à O'Connellshire. L'augmentation estimée des coûts est d'environ £0913850953225243.,"[[98, 112, 'CITY_1']]"
"Bonjour Dr. Mayert, le rôle des parents dans l'éducation est crucial. Nous aimerions connaître votre point de vue sur la façon dont nous pouvons augmenter cette implication.","[[12, 18, 'LASTNAME_1']]"
"Larue, votre présence est requise à Suite 677, salle 93093 pour la séance de physiothérapie prévue à 5:08 PM. Votre physiothérapeute pour cette séance est Sonia Mohr.","[[0, 5, 'FIRSTNAME_1'], [161, 165, 'LASTNAME_1']]"
Une entreprise technologique basée à West Sarina lance une campagne 'Faites don de votre technologie'. Ils collectent d'anciens gadgets technologiques utilisables. Les professionnels du domaine Applications intéressés peuvent contacter au 09954.514601 ou envoyer un courrier électronique à Anjali_Shields48@hotmail.com.,"[[37, 48, 'CITY_1'], [239, 251, 'PHONENUMBER_1'], [290, 318, 'EMAIL_1']]"
"Cher Dr., nous focalisons notre expertise en Security pour mener des recherches en psycho-oncologie. Pouvons-nous vous contacter via https://fast-aside.name/ ou (203)-3603142 à ce sujet?","[[161, 174, 'PHONENUMBER_1']]"
"Veuillez envoyer le code postal 64505-9851 et l'adresse secondaire Suite 531 à des fins de facturation, Judd.","[[32, 42, 'ZIPCODE_1'], [104, 108, 'FIRSTNAME_1']]"
"Chère Dr. Heaney, Des facteurs de risque potentiels ont été identifiés pour les femmes âgées de 62 years old dans votre région de O'Connellbury. Plus d'informations peuvent être trouvées à https://delirious-supervisor.com/, veuillez accéder au lien en utilisant l'adresse IP 58.200.63.36.","[[10, 16, 'LASTNAME_1'], [96, 108, 'AGE_1'], [130, 143, 'CITY_1']]"
"Nos recherches ont révélé que les personnes de 53 years old ans de sexe Female, vivant dans le nord-est, ont une susceptibilité réduite aux maladies infectieuses.","[[47, 59, 'AGE_1']]"
"Notre client résidant au 1089, Woodland Close, vient de payer via GE23PB0301007110150564 pour la prochaine intervention chirurgicale.","[[31, 45, 'STREET_1']]"
"Nous avons remarqué des tendances endocriniennes intrigantes dans le groupe des personnes de 28 ans. Pour une discussion détaillée, contactez-nous au +61 439-912 6214.","[[93, 95, 'AGE_1'], [150, 166, 'PHONENUMBER_1']]"
"Pendant la chirurgie dans la zone Southeast, une erreur médicale s'est produite chez le patient 998-28-8325. Âge : 57 years old, Genre : Female to male transsexual man, Couleur des yeux : Eye color: Hazel. Il/Elle vivait à Norfolk.","[[115, 127, 'AGE_1']]"
"Notre centre de vaccination à Suite 368, 87968-1807 propose des services pour Two-spirit person. Veuillez fournir votre 75631798274 pour vérification.","[[41, 51, 'ZIPCODE_1']]"
"Cher(e) Doyle Phoenix, veuillez examiner nos nouvelles découvertes en psychologie de la santé concernant les personnes Polygender dans le County Fermanagh sur le site web https://waterlogged-shofar.name/. Connectez-vous avec votre nom d'utilisateur Ressie.Bins61 et votre mot de passe U61uZlinJXe7.","[[8, 13, 'FIRSTNAME_1'], [14, 21, 'MIDDLENAME_1']]"
Test en ligne programmé pour le 30th June. Utilisez le 35278-2632 comme code d'accès pour démarrer le test. La durée du test est fixée à 14 years minutes.,"[[55, 65, 'ZIPCODE_1'], [137, 145, 'AGE_1']]"
"Une enquête a été menée avec succès sur un groupe de patients de 100 years ans Trans woman. Les données confidentielles, y compris 349-49-9304, 1973-09-19T10:17:00.777Z, ont été anonymisées pour garantir la confidentialité.","[[65, 74, 'AGE_1']]"
"Jadyn, en tant que National Markets Representative, vous serez responsable de la coordination des programmes d'éducation spécialisée dans les écoles désignées.","[[0, 5, 'FIRSTNAME_1']]"
"Salut Mr.Turcotte, je travaille sur les évaluations des étudiants du mois dernier. Pouvez-vous fournir les détails du véhicule pour le 1TS79HLK4NB414291 associé à l'un des étudiants ? C'est pour une enquête en cours.","[[9, 17, 'LASTNAME_1']]"
"Notre rapport d'inventaire montre une incohérence pour le bâtiment numéro 641,75865-2464. Coordinator devrait vérifier cela.","[[78, 88, 'ZIPCODE_1']]"
"Le dossier indique qu'un patient de 59 years old ans, de sexe Male, s'est vu prescrire un médicament non approuvé.","[[36, 48, 'AGE_1']]"
Les résultats de l'essai clinique vérifiés par Liaison sont prêts pour la présentation. Nous les enverrons dans 78498-6964. L'organisateur de l'événement peut effectuer un virement BIC de SAR à cette adresse 0xbb89cd409cfa4cafcffe0dd4afeb2dbcfdb33bf8 pour les modalités de paiement.,"[[112, 122, 'ZIPCODE_1']]"
Le conseil scolaire de 24922 se réunira le 11/39 pour discuter des plans visant à accroître la participation des parents. Il est demandé aux parents d'envoyer leurs idées par courrier électronique (Ewell.Prohaska@yahoo.com) avant la réunion.,"[[23, 28, 'ZIPCODE_1'], [198, 222, 'EMAIL_1']]"
"Notre conseiller en psychologie, Maurine, est en congé jusqu'au 1989-12-15T05:05:40.330Z. En cas d'urgence, veuillez contacter le numéro 01-98 00-11-94.","[[33, 40, 'FIRSTNAME_1'], [137, 151, 'PHONENUMBER_1']]"
"Personal Loan Account signale un risque relatif significatif de contagion chez les résidents de la rue Irma Plaza, en particulier à proximité du bâtiment numéro 1411.","[[103, 113, 'STREET_1']]"
Je viens de recevoir une notification légale concernant la propriété 88791 W 12th Street. Contactez-moi au 30.185.63.44 dès que possible.,"[[75, 88, 'STREET_1']]"
"Cher(e) Wilfred, L'agent utilisateur de votre navigateur web Opera/12.84 (Windows NT 5.1; U; SO Presto/2.9.176 Version/10.00) n'est pas optimal pour notre plateforme d'apprentissage en ligne. Veuillez passer à la dernière version de n'importe quel navigateur populaire pour une meilleure expérience.","[[8, 15, 'FIRSTNAME_1']]"
"Le centre d'apprentissage pour enfants dans le Highlands and Islands propose des cours spécialisés pour aider les enfants ayant des troubles d'apprentissage. Pour les inscriptions et plus d'informations, veuillez nous contacter au 80-843487-960466-3 ou en personne au 293 Nicolette Crossing.","[[272, 290, 'STREET_1']]"
"Sawyer, l'une de nos infirmières dévouées en soins palliatifs, a demandé un congé. Elle travaille dans la section Quality de notre centre.","[[0, 6, 'MIDDLENAME_1']]"
"Incorporer une approche différente pour se rappeler des dates (1994-06-05T17:40:03.588Z) peut être très bénéfique, Larue.","[[115, 120, 'FIRSTNAME_1']]"
Les programmes de nutrition scolaire nécessitent des améliorations constantes. Veuillez déposer CZK Дин. sur le compte avec l'IBAN ME02269066745600932007 et le BIC VRRXTGINURA. Vérifiez l'école 74868-3842.,"[[194, 204, 'ZIPCODE_1']]"
Le bulletin de notes de votre enfant vous sera envoyé d'ici le 8/93 sur votre Delfina41@yahoo.com enregistré. Veuillez nous informer de toute modification de l'adresse e-mail.,"[[78, 97, 'EMAIL_1']]"
"Nous demandons à tous les résidents de la zone 80282, si vous avez des symptômes, faites-vous tester, restez chez vous et contactez votre Designer le plus proche pour obtenir de l'aide.","[[47, 52, 'ZIPCODE_1']]"
"Cher Jules, notre stratégie de relations publiques pour Von Group bénéficierait de vos connaissances en Solutions. Veuillez nous faire part de vos commentaires d'ici 27/09/1999 à Tamara.Conroy@yahoo.com.","[[5, 10, 'MIDDLENAME_1'], [179, 202, 'EMAIL_1']]"
"Bonjour Eleonore, Nous avons remarqué que votre Olen56@yahoo.com a été utilisé pour accéder au Portail des Patients de Soins Primaires. Si ce n'était pas vous, veuillez contacter notre service informatique.","[[8, 16, 'FIRSTNAME_1'], [48, 64, 'EMAIL_1']]"
"Kiana, votre solde pour le programme de santé mentale s'élève à ₩612.27k. Vous pouvez le payer avant le 27th October via IBAN : CY6590364191057597560626479O.","[[0, 5, 'FIRSTNAME_1']]"
"Sarah40, N'oubliez pas que votre santé mentale est tout aussi importante que votre santé physique. Essayez nos méditations guidées à West Kailynton pour une détoxification mentale.","[[133, 147, 'CITY_1']]"
"Nous invitons les parents de 24041-9339 à rejoindre notre programme 'Parents comme partenaires d'apprentissage'. Pour en savoir plus sur nos opérations de participation parentale, appelez le 0031 55730998. Partenaires avec nous pour améliorer l'éducation!","[[29, 39, 'ZIPCODE_1'], [191, 204, 'PHONENUMBER_1']]"
"Cher Jazmyn, nous avons bien reçu votre demande de certification en assurance qualité. Vous aurez besoin d'une inspection, dont le budget devrait être inférieur à Saudi Riyal21k. Contactez Coby_Anderson@gmail.com pour fixer un rendez-vous.","[[5, 11, 'FIRSTNAME_1'], [189, 212, 'EMAIL_1']]"
"Il y a une offre pour votre propriété à The Oval. Un investisseur propose $279,820.29. Qu'en pensez-vous?","[[40, 48, 'STREET_1']]"
Le paiement pour la conférence sur le module cardiaque par Estel Alex Reilly a été reçu via l'adresse Ethereum 0xbe19f9b9ffcee0d92bca2c9bc910b64a0c85b3c5.,"[[59, 64, 'FIRSTNAME_1'], [65, 69, 'MIDDLENAME_1'], [70, 76, 'LASTNAME_1']]"
"Si vous avez des questions ou avez besoin d'informations supplémentaires concernant notre rendez-vous le February 9, 1958, utilisez cet e-mail : Shaylee61@hotmail.com ou 182.228.68.253. Mes heures de travail sont de 12:03 PM à 17. Meilleures salutations !","[[145, 166, 'EMAIL_1']]"
Je cherche de l'aide financière pour mes études. Je suis Male âgé de 79 years old ans. Je vis actuellement dans Molise.,"[[69, 81, 'AGE_1']]"
Nous avons pris rendez-vous pour vous avec un conseiller en carrière à Oklahoma. Vous recevrez bientôt une confirmation sur votre courrier électronique Keara.Barton16@yahoo.com.,"[[152, 176, 'EMAIL_1']]"
"Schuyler, nouvelles mises à jour. En regardant vos informations de santé globales, nous avons besoin de quelques informations supplémentaires ainsi que de votre date de naissance 4th December. Veuillez répondre dès que possible.","[[0, 8, 'FIRSTNAME_1']]"
"Je suis en train d'enquêter sur l'incident de faute médicale du patient de 45 ans aux yeux Eye color: Grey. Toutes les informations sur les patients, y compris le numéro de sécurité sociale 756.8387.2012, sont traitées avec la plus grande confidentialité. Notre enquête est en cours.","[[75, 77, 'AGE_1']]"
"Cher Dr. Jakubowski, afin d'aider le processus de conseil, nous vous demandons aimablement votre avis. Veuillez accéder au formulaire de feedback https://monumental-science.com et fournir vos précieuses idées. Pour toute assistance supplémentaire, n'hésitez pas à nous contacter à l'adresse Lisa91@hotmail.com ou au (217)-5307475.","[[9, 19, 'LASTNAME_1'], [291, 309, 'EMAIL_1'], [316, 329, 'PHONENUMBER_1']]"
"Bonjour Female, le rapport sur les troubles d'apprentissage de Patsy_Runolfsson27 est joint. Nous avons remarqué des progrès. Pour toute question, contactez-nous à Alex_Bruen69@hotmail.com ou à notre adresse de secours Savanna_Wilkinson2@yahoo.com.","[[164, 188, 'EMAIL_1']]"
"Le test standardisé aura lieu dans le bâtiment Apt. 139, sur McLaughlin Centers. Coordonnées GPS [-63.6301,90.637].","[[61, 79, 'STREET_1']]"
"Dans mes 16 années d'expérience en tant que Director, je trouve l'éducation privée avantageuse par rapport à l'éducation publique.","[[9, 11, 'AGE_1']]"
"Bonjour Nova, nous avons détecté une découverte de recherche intéressante provenant d'un emplacement proche de [46.4702,-177.2186]. Pourriez-vous enquêter?","[[8, 12, 'FIRSTNAME_1']]"
"Rappel, veuillez envoyer les commentaires sur le tutorat par les pairs pour le cours de Calcul 101 au Professeur Bahringer à l'adresse Lori18@hotmail.com d'ici le 1969-08-02T03:45:27.282Z. Payez tous les frais associés avec la carte de crédit fournie 3160602150788327.","[[113, 122, 'LASTNAME_1'], [135, 153, 'EMAIL_1'], [251, 267, 'CREDITCARDNUMBER_1']]"
Le paiement de Ellis de Php962292.49 pour ses séances d'entraînement en musculation a été reçu via son compte nommé Money Market Account avec le numéro de compte 06388196.,"[[15, 20, 'FIRSTNAME_1']]"
"La politique de confidentialité de l'école garantit des mesures de sécurité pour les informations des étudiants telles que le numéro de sécurité sociale 212-11-7637, le code postal 66953-4229, etc.","[[181, 191, 'ZIPCODE_1']]"
L'emplacement de la prochaine sortie scolaire se trouve à une courte distance en voiture vers le Northeast via Hill Road.,"[[111, 120, 'STREET_1']]"
Salut ! Vous avez un rendez-vous chez le dentiste au 986 Kling Point à 5:21 PM. Nous effectuerons le paiement à partir du compte Money Market Account se terminant par 6374075470504381.,"[[57, 68, 'STREET_1']]"
"Nous avons effectué le dépistage de santé du personnel du bâtiment 560 sur Gayle Trail, les résultats sont classifiés avec le mot de passe qAGdQqwjIgtI.","[[75, 86, 'STREET_1']]"
Nous venons de conclure un accord avec le gouvernement local dans la Northwest concernant la fourniture de services de santé. Le contrat vous sera envoyé à votre adresse e-mail Gerardo.Kautzer10@yahoo.com.,"[[177, 204, 'EMAIL_1']]"
"Skylar, votre dossier de suivi thérapeutique a été partagé de manière sécurisée en utilisant l'adresse IP 241.117.191.194.","[[0, 6, 'FIRSTNAME_1']]"
"Aperçu de la révision du programme d'études de Data. Notre International Accounts Agent, Blake, sera à la tête de la tâche.","[[89, 94, 'MIDDLENAME_1']]"
"Urgent ! Le patient 39399989 a présenté une réaction allergique au médicament injecté. Besoin d'un soutien immédiat au 1486, Beechwood Avenue.","[[125, 141, 'STREET_1']]"
"Confidentiel : le rapport de Hilario montre des niveaux élevés de détresse liée au travail. Les détails ont été envoyés, masqués au besoin, à son employeur Woodrow_Romaguera-Heidenreich@gmail.com.","[[29, 36, 'FIRSTNAME_1'], [156, 195, 'EMAIL_1']]"
"Nos campagnes de santé dans différentes zones de code postal ont montré un impact significatif, en particulier dans 01890-7243. Le financement de ces zones peut être envoyé au numéro de compte 53496995.","[[116, 126, 'ZIPCODE_1']]"
"Cher Maeve, je suis heureux de vous annoncer que vous êtes maintenant accepté en tant que stagiaire à l'hôpital de Herefordshire.","[[5, 10, 'FIRSTNAME_1']]"
"Cher Ms. Oberbrunner, les réglementations de l'État exigent une vérification régulière pour 97-930861-440113-5 sur tous les appareils appartenant à l'entreprise.","[[9, 20, 'LASTNAME_1']]"
L'enseignant(e) nommé(e) James du comté de Calhoun County doit effectuer une évaluation. Vérification nécessaire : 30-337191-243533-5.,"[[25, 30, 'MIDDLENAME_1']]"
"Commandes groupées de vaccins vers LT861958203110040057. Utilisez le code d'identification de l'acheteur 9949 pour effectuer les paiements. Pour tout problème, contactez-nous au +40-82.807 7494.","[[178, 193, 'PHONENUMBER_1']]"
"Cher Dr. Bowie, votre demande récente concernant des outils avancés d'assistance à l'apprentissage a été transmise à notre service technique. Ils peuvent vous demander votre Zu3fwKm51f6A pour vérifier votre profil. Pour tout paiement, veuillez utiliser le compte PL11842244101001000204062756 ou le numéro de carte 9121447460943414.","[[9, 14, 'MIDDLENAME_1'], [314, 330, 'CREDITCARDNUMBER_1']]"
"Effectuer une analyse sur le comportement agressif chez les enfants de 62 years old ans, de genre Transexual woman. Nous en avons besoin en urgence pour notre prochaine réunion du conseil. Numéro de dossier : Jaiden.Rutherford.","[[71, 83, 'AGE_1']]"
Le patient MTF de Hettieshire présente des premiers signes de démence. Je recommande une consultation immédiate.,"[[18, 29, 'CITY_1']]"
"Notre étude a révélé que East Cierra a des besoins spécifiques en matière de santé. Miss Lubowitz, nous vous encourageons à passer le test en ligne disponible à l'adresse https://unwieldy-fruit.info/ afin d'identifier d'éventuels risques pour la santé. L'utilisation de nos outils ne nécessite pas de 1708.","[[25, 36, 'CITY_1'], [89, 97, 'LASTNAME_1']]"
"À tous les parents et étudiants, la rencontre sportive aura lieu à Windler Meadows, Guyane française, 22751-7519 le 12:58am. Contactez 06-730245-350906-9 pour plus d'informations.","[[67, 82, 'STREET_1'], [102, 112, 'ZIPCODE_1']]"
"Cher(e) Pouros - Jerde, pour la patiente de l'unité 2C, ses signes vitaux ont baissé. Le dossier 71585 indique une baisse notable des taux EL65XHO. Veuillez organiser une attention immédiate. Ses données sont accessibles via c5f2:d4c1:c0ee:cfad:c044:cdfc:1e24:bfee ou 86135354.","[[97, 102, 'ZIPCODE_1']]"
Nouveau cas : Female à Hodkiewiczshire présentant des signes graves de trouble du spectre autistique.,"[[23, 38, 'CITY_1']]"
"Olaf, Veum - Nienow a proposé un don de $0.000b pour les ressources en santé mentale dans les écoles de Fort Erica. En tant que Legacy Configuration Producer, pouvez-vous gérer cela ? Contactez-nous au +686-856.965 1434 ou Miles_Wisoky@yahoo.com d'ici le 23th August. Cordialement, Administrateur Jean","[[0, 4, 'FIRSTNAME_1'], [104, 114, 'CITY_1'], [202, 219, 'PHONENUMBER_1'], [223, 245, 'EMAIL_1']]"
Rappel : La date limite pour le Symposium des Capacités d'Apprentissage dans le Lothian pour les élèves âgés de 76 years est le 4/25. Inscrivez-vous en ligne en utilisant Auto Loan Account moyennant des frais de Ouguiya.,"[[112, 120, 'AGE_1']]"
Atelier pour les Dynamic Factors Producer sur les systèmes de santé. Enregistrez-vous à notre bureau situé au Rogahn Drives.,"[[110, 123, 'STREET_1']]"
"Nous effectuons un audit de tous les dossiers de nos étudiants. Pourriez-vous confirmer aimablement si cette adresse est la vôtre actuellement : 47295-1013, Suite 525?","[[145, 155, 'ZIPCODE_1']]"
Ordonnance pour Male âgé de 6 years old en cours d'envoi. Commandé via le compte Investment Account.,"[[28, 39, 'AGE_1']]"
Veuillez consulter le Dr. Zack McGlynn pour des soins liés à la douleur chronique et aux fonctions motrices. Son cabinet se trouve dans le bureau 215 du Centre de Santé Cornwall.,"[[26, 30, 'FIRSTNAME_1'], [31, 38, 'LASTNAME_1']]"
"Le jeune patient, zippé dans 12501, présentait des premiers signes de détresse respiratoire aiguë. Les hôpitaux locaux ont été alertés, après quoi un historique médical détaillé a été partagé en l'encryptant avec H0eCEibqKxFn et en l'envoyant via l'IP bfb5:0d94:deb4:ee56:a89b:e17b:d76d:de60.","[[29, 34, 'ZIPCODE_1']]"
"Votre ordinateur à West Centers, 734 a besoin d'une mise à jour sur Mozilla/5.0 (Windows NT 6.1; rv:6.9) Gecko/20100101 Firefox/6.9.1 pour la prochaine session de bien-être en ligne.","[[19, 31, 'STREET_1']]"
"Notre mission est d'améliorer la santé des résidents de Lucerne. Pour toute question ou contribution, veuillez nous contacter au +844.45.894.2898.","[[129, 145, 'PHONENUMBER_1']]"
"Joyeux anniversaire, Ms. Malcolm! Profitez d'une séance de blanchiment des dents gratuite en cadeau de notre part.","[[25, 32, 'FIRSTNAME_1']]"
"Bonjour August, nous avons détecté une activité inhabituelle sur l'appareil avec l'adresse MAC 24:69:bb:30:ce:53. Assurez-vous de changer votre mot de passe 3gE9kASMdhc2 périodiquement pour respecter les normes de sécurité.","[[8, 14, 'MIDDLENAME_1']]"
"Comme nous le savons, la santé mentale ne fait pas de discrimination. Elle peut affecter n'importe qui, que vous soyez un Demi-boy travaillant au 83594 Grove Street ou une Pangender vivant dans le Suffolk. Il est important pour nous de briser ces barrières et d'en parler ouvertement.","[[152, 164, 'STREET_1']]"
